trajectory_id,n_total_steps,first_alarm_step,lead_steps,lead_fraction
6607fdec7553,58,35.0,23.0,0.39655172413793105
66b6f5d6bbfd,36,25.0,11.0,0.3055555555555556
673693ad4473,133,4.0,129.0,0.9699248120300752
68145e2b1dee,26,15.0,11.0,0.4230769230769231
686036fece58,33,15.0,18.0,0.5454545454545454
6868900ad1f4,31,30.0,1.0,0.03225806451612903
688f16718f87,40,35.0,5.0,0.125
68d7ba03e2d9,31,30.0,1.0,0.03225806451612903
68fc9eed82f7,18,15.0,3.0,0.16666666666666666
696531dbff83,16,16.0,0.0,0.0
69f91dbd3f96,38,20.0,18.0,0.47368421052631576
6a96156e4216,42,15.0,27.0,0.6428571428571429
6aa4612ce448,46,25.0,21.0,0.45652173913043476
6acc96d4ba95,60,40.0,20.0,0.3333333333333333
6b07dd80db36,16,10.0,6.0,0.375
6b2148db3402,34,20.0,14.0,0.4117647058823529
6baca4bddfb9,34,20.0,14.0,0.4117647058823529
6ca92003280d,31,10.0,21.0,0.6774193548387096
6ce330ccc174,8,8.0,0.0,0.0
6d33bd2041c3,9,9.0,0.0,0.0
6d69f18e988c,29,20.0,9.0,0.3103448275862069
6da8a1258f9f,71,25.0,46.0,0.647887323943662
6dba5c596b9a,37,25.0,12.0,0.32432432432432434
6dc350912b08,32,15.0,17.0,0.53125
6e15da920074,49,40.0,9.0,0.1836734693877551
6ed36895b2ab,34,10.0,24.0,0.7058823529411765
6ef8610d8b2a,33,25.0,8.0,0.24242424242424243
6f5320523bce,51,40.0,11.0,0.21568627450980393
6f930cd4ecf8,37,10.0,27.0,0.7297297297297297
707e91cb08d6,73,15.0,58.0,0.7945205479452054
709f95f98b2c,30,25.0,5.0,0.16666666666666666
70f4885bf169,35,10.0,25.0,0.7142857142857143
7156a8dc1060,31,30.0,1.0,0.03225806451612903
716cec401763,61,10.0,51.0,0.8360655737704918
71a76d17e23f,34,20.0,14.0,0.4117647058823529
728824377bcc,53,20.0,33.0,0.6226415094339622
72aebdcc941d,18,10.0,8.0,0.4444444444444444
72b39c25d90b,18,15.0,3.0,0.16666666666666666
72ca843bbeac,32,20.0,12.0,0.375
735e95b0e4fe,57,35.0,22.0,0.38596491228070173
739f5b29112b,31,20.0,11.0,0.3548387096774194
746265bb5f21,76,15.0,61.0,0.8026315789473685
74d9875afb73,45,35.0,10.0,0.2222222222222222
75695bff0954,14,10.0,4.0,0.2857142857142857
762049662c1b,21,10.0,11.0,0.5238095238095238
7666fe483e7b,134,20.0,114.0,0.8507462686567164
767cffe7b8b2,52,40.0,12.0,0.23076923076923078
7739b3d3edb1,55,15.0,40.0,0.7272727272727273
77ccc2fe6c04,29,15.0,14.0,0.4827586206896552
783730292823,23,15.0,8.0,0.34782608695652173
786db6fd58a9,49,45.0,4.0,0.08163265306122448
78c6f3c93855,16,10.0,6.0,0.375
78dec628e45d,119,15.0,104.0,0.8739495798319328
78e6a5c22025,19,10.0,9.0,0.47368421052631576
7912fbdf2516,18,15.0,3.0,0.16666666666666666
79870f312bbe,8,3.0,5.0,0.625
79ed6ba642e3,12,12.0,0.0,0.0
7a0a7deb0624,41,20.0,21.0,0.5121951219512195
